id,project,version,number_method_by_version,modified_class,focal_class,path_focal_class_in_project,test_class,path_test_class_scaffolding,package_focal_class,imports_focal_class,src_fm_fc_ms_ff,src_fm_fc_dctx,src_fm_fc_dctx_priv
Cli_1_10_CommandLine,Cli,1,10,org.apache.commons.cli.CommandLine,CommandLine,src/java/org/apache/commons/cli/CommandLine.java,CommandLine_ESTest,org/apache/commons/cli/CommandLine_ESTest.java,"package org.apache.commons.cli;","import java.util.Collection;|import java.util.Iterator;|import java.util.LinkedList;|import java.util.List;|import java.util.Set;|import java.util.HashSet;","CommandLine { public String[] getOptionValues(String opt) { Option key = resolveOption( opt ); if (options.contains(key)) { return key.getValues(); } return null; } CommandLine(); public boolean hasOption(String); public boolean hasOption(char); public Object getOptionObject(String); public Object getOptionObject(char); public String getOptionValue(String); public String getOptionValue(char); public String[] getOptionValues(String); public String[] getOptionValues(char); public String getOptionValue(String, String); public String getOptionValue(char, String); public String[] getArgs(); public List getArgList(); void addArg(String); void addOption(Option); public Iterator iterator(); public Option[] getOptions(); }","<FCTX>CommandLine { public String[] getOptionValues(String opt) { Option key = resolveOption( opt ); if (options.contains(key)) { return key.getValues(); } return null; } CommandLine(); private Option resolveOption(String); private Set options = new HashSet(); }</FCTX> <ECTX>public class Option { public Option(String, String); public Option(String, boolean, String); public Option(String, String, boolean, String); public String[] getValues(); }</ECTX>","<FCTX>CommandLine { public String[] getOptionValues(String opt) { Option key = resolveOption( opt ); if (options.contains(key)) { return key.getValues(); } return null; } CommandLine(); <PRIVATE_FCTX>private Option resolveOption(String); private Set options = new HashSet();</PRIVATE_FCTX> }</FCTX> <ECTX>public class Option { public Option(String, String); public Option(String, boolean, String); public Option(String, String, boolean, String); public String[] getValues(); }</ECTX>"
Cli_1_11_CommandLine,Cli,1,11,org.apache.commons.cli.CommandLine,CommandLine,src/java/org/apache/commons/cli/CommandLine.java,CommandLine_ESTest,org/apache/commons/cli/CommandLine_ESTest.java,"package org.apache.commons.cli;","import java.util.Collection;|import java.util.Iterator;|import java.util.LinkedList;|import java.util.List;|import java.util.Set;|import java.util.HashSet;","CommandLine { public String[] getOptionValues(char opt) { return getOptionValues(String.valueOf(opt)); } CommandLine(); public boolean hasOption(String); public boolean hasOption(char); public Object getOptionObject(String); public Object getOptionObject(char); public String getOptionValue(String); public String getOptionValue(char); public String[] getOptionValues(String); public String[] getOptionValues(char); public String getOptionValue(String, String); public String getOptionValue(char, String); public String[] getArgs(); public List getArgList(); void addArg(String); void addOption(Option); public Iterator iterator(); public Option[] getOptions(); }","<FCTX>CommandLine { public String[] getOptionValues(char opt) { return getOptionValues(String.valueOf(opt)); } CommandLine(); }</FCTX> <ECTX></ECTX>","<FCTX>CommandLine { public String[] getOptionValues(char opt) { return getOptionValues(String.valueOf(opt)); } CommandLine(); <PRIVATE_FCTX></PRIVATE_FCTX> }</FCTX> <ECTX></ECTX>"
Cli_1_12_CommandLine,Cli,1,12,org.apache.commons.cli.CommandLine,CommandLine,src/java/org/apache/commons/cli/CommandLine.java,CommandLine_ESTest,org/apache/commons/cli/CommandLine_ESTest.java,"package org.apache.commons.cli;","import java.util.Collection;|import java.util.Iterator;|import java.util.LinkedList;|import java.util.List;|import java.util.Set;|import java.util.HashSet;","CommandLine { public String getOptionValue(String opt, String defaultValue) { String answer = getOptionValue(opt); return (answer != null) ? answer : defaultValue; } CommandLine(); public boolean hasOption(String); public boolean hasOption(char); public Object getOptionObject(String); public Object getOptionObject(char); public String getOptionValue(String); public String getOptionValue(char); public String[] getOptionValues(String); public String[] getOptionValues(char); public String getOptionValue(String, String); public String getOptionValue(char, String); public String[] getArgs(); public List getArgList(); void addArg(String); void addOption(Option); public Iterator iterator(); public Option[] getOptions(); }","<FCTX>CommandLine { public String getOptionValue(String opt, String defaultValue) { String answer = getOptionValue(opt); return (answer != null) ? answer : defaultValue; } CommandLine(); }</FCTX> <ECTX></ECTX>","<FCTX>CommandLine { public String getOptionValue(String opt, String defaultValue) { String answer = getOptionValue(opt); return (answer != null) ? answer : defaultValue; } CommandLine(); <PRIVATE_FCTX></PRIVATE_FCTX> }</FCTX> <ECTX></ECTX>"
Cli_1_13_CommandLine,Cli,1,13,org.apache.commons.cli.CommandLine,CommandLine,src/java/org/apache/commons/cli/CommandLine.java,CommandLine_ESTest,org/apache/commons/cli/CommandLine_ESTest.java,"package org.apache.commons.cli;","import java.util.Collection;|import java.util.Iterator;|import java.util.LinkedList;|import java.util.List;|import java.util.Set;|import java.util.HashSet;","CommandLine { public String getOptionValue(char opt, String defaultValue) { return getOptionValue(String.valueOf(opt), defaultValue); } CommandLine(); public boolean hasOption(String); public boolean hasOption(char); public Object getOptionObject(String); public Object getOptionObject(char); public String getOptionValue(String); public String getOptionValue(char); public String[] getOptionValues(String); public String[] getOptionValues(char); public String getOptionValue(String, String); public String getOptionValue(char, String); public String[] getArgs(); public List getArgList(); void addArg(String); void addOption(Option); public Iterator iterator(); public Option[] getOptions(); }","<FCTX>CommandLine { public String getOptionValue(char opt, String defaultValue) { return getOptionValue(String.valueOf(opt), defaultValue); } CommandLine(); }</FCTX> <ECTX></ECTX>","<FCTX>CommandLine { public String getOptionValue(char opt, String defaultValue) { return getOptionValue(String.valueOf(opt), defaultValue); } CommandLine(); <PRIVATE_FCTX></PRIVATE_FCTX> }</FCTX> <ECTX></ECTX>"
Cli_3_0_TypeHandler,Cli,3,0,org.apache.commons.cli.TypeHandler,TypeHandler,src/java/org/apache/commons/cli/TypeHandler.java,TypeHandler_ESTest,org/apache/commons/cli/TypeHandler_ESTest.java,"package org.apache.commons.cli;","import java.io.File;|import java.net.MalformedURLException;|import java.net.URL;|import java.util.Date;","TypeHandler { public static Object createValue(String str, Object obj) { return createValue(str, (Class) obj); } public static Object createValue(String, Object); public static Object createValue(String, Class); public static Object createObject(String); public static Number createNumber(String); public static Class createClass(String); public static Date createDate(String); public static URL createURL(String); public static File createFile(String); public static File[] createFiles(String); }","<FCTX>TypeHandler { public static Object createValue(String str, Object obj) { return createValue(str, (Class) obj); } }</FCTX> <ECTX></ECTX>","<FCTX>TypeHandler { public static Object createValue(String str, Object obj) { return createValue(str, (Class) obj); } <PRIVATE_FCTX></PRIVATE_FCTX> }</FCTX> <ECTX></ECTX>"
Cli_3_1_TypeHandler,Cli,3,1,org.apache.commons.cli.TypeHandler,TypeHandler,src/java/org/apache/commons/cli/TypeHandler.java,TypeHandler_ESTest,org/apache/commons/cli/TypeHandler_ESTest.java,"package org.apache.commons.cli;","import java.io.File;|import java.net.MalformedURLException;|import java.net.URL;|import java.util.Date;","TypeHandler { public static Object createValue(String str, Class clazz) { if (PatternOptionBuilder.STRING_VALUE == clazz) { return str; } else if (PatternOptionBuilder.OBJECT_VALUE == clazz) { return createObject(str); } else if (PatternOptionBuilder.NUMBER_VALUE == clazz) { return createNumber(str); } else if (PatternOptionBuilder.DATE_VALUE == clazz) { return createDate(str); } else if (PatternOptionBuilder.CLASS_VALUE == clazz) { return createClass(str); } else if (PatternOptionBuilder.FILE_VALUE == clazz) { return createFile(str); } else if (PatternOptionBuilder.EXISTING_FILE_VALUE == clazz) { return createFile(str); } else if (PatternOptionBuilder.FILES_VALUE == clazz) { return createFiles(str); } else if (PatternOptionBuilder.URL_VALUE == clazz) { return createURL(str); } else { return null; } } public static Object createValue(String, Object); public static Object createValue(String, Class); public static Object createObject(String); public static Number createNumber(String); public static Class createClass(String); public static Date createDate(String); public static URL createURL(String); public static File createFile(String); public static File[] createFiles(String); }","<FCTX>TypeHandler { public static Object createValue(String str, Class clazz) { if (PatternOptionBuilder.STRING_VALUE == clazz) { return str; } else if (PatternOptionBuilder.OBJECT_VALUE == clazz) { return createObject(str); } else if (PatternOptionBuilder.NUMBER_VALUE == clazz) { return createNumber(str); } else if (PatternOptionBuilder.DATE_VALUE == clazz) { return createDate(str); } else if (PatternOptionBuilder.CLASS_VALUE == clazz) { return createClass(str); } else if (PatternOptionBuilder.FILE_VALUE == clazz) { return createFile(str); } else if (PatternOptionBuilder.EXISTING_FILE_VALUE == clazz) { return createFile(str); } else if (PatternOptionBuilder.FILES_VALUE == clazz) { return createFiles(str); } else if (PatternOptionBuilder.URL_VALUE == clazz) { return createURL(str); } else { return null; } } }</FCTX> <ECTX></ECTX>","<FCTX>TypeHandler { public static Object createValue(String str, Class clazz) { if (PatternOptionBuilder.STRING_VALUE == clazz) { return str; } else if (PatternOptionBuilder.OBJECT_VALUE == clazz) { return createObject(str); } else if (PatternOptionBuilder.NUMBER_VALUE == clazz) { return createNumber(str); } else if (PatternOptionBuilder.DATE_VALUE == clazz) { return createDate(str); } else if (PatternOptionBuilder.CLASS_VALUE == clazz) { return createClass(str); } else if (PatternOptionBuilder.FILE_VALUE == clazz) { return createFile(str); } else if (PatternOptionBuilder.EXISTING_FILE_VALUE == clazz) { return createFile(str); } else if (PatternOptionBuilder.FILES_VALUE == clazz) { return createFiles(str); } else if (PatternOptionBuilder.URL_VALUE == clazz) { return createURL(str); } else { return null; } } <PRIVATE_FCTX></PRIVATE_FCTX> }</FCTX> <ECTX></ECTX>"
Cli_3_2_TypeHandler,Cli,3,2,org.apache.commons.cli.TypeHandler,TypeHandler,src/java/org/apache/commons/cli/TypeHandler.java,TypeHandler_ESTest,org/apache/commons/cli/TypeHandler_ESTest.java,"package org.apache.commons.cli;","import java.io.File;|import java.net.MalformedURLException;|import java.net.URL;|import java.util.Date;","TypeHandler { public static Object createObject(String str) { Class cl = null; try { cl = Class.forName(str); } catch (ClassNotFoundException cnfe) { System.err.println(""Unable to find: "" + str); return null; } Object instance = null; try { instance = cl.newInstance(); } catch (InstantiationException cnfe) { System.err.println(""InstantiationException; Unable to create: "" + str); return null; } catch (IllegalAccessException cnfe) { System.err.println(""IllegalAccessException; Unable to create: "" + str); return null; } return instance; } public static Object createValue(String, Object); public static Object createValue(String, Class); public static Object createObject(String); public static Number createNumber(String); public static Class createClass(String); public static Date createDate(String); public static URL createURL(String); public static File createFile(String); public static File[] createFiles(String); }","<FCTX>TypeHandler { public static Object createObject(String str) { Class cl = null; try { cl = Class.forName(str); } catch (ClassNotFoundException cnfe) { System.err.println(""Unable to find: "" + str); return null; } Object instance = null; try { instance = cl.newInstance(); } catch (InstantiationException cnfe) { System.err.println(""InstantiationException; Unable to create: "" + str); return null; } catch (IllegalAccessException cnfe) { System.err.println(""IllegalAccessException; Unable to create: "" + str); return null; } return instance; } }</FCTX> <ECTX></ECTX>","<FCTX>TypeHandler { public static Object createObject(String str) { Class cl = null; try { cl = Class.forName(str); } catch (ClassNotFoundException cnfe) { System.err.println(""Unable to find: "" + str); return null; } Object instance = null; try { instance = cl.newInstance(); } catch (InstantiationException cnfe) { System.err.println(""InstantiationException; Unable to create: "" + str); return null; } catch (IllegalAccessException cnfe) { System.err.println(""IllegalAccessException; Unable to create: "" + str); return null; } return instance; } <PRIVATE_FCTX></PRIVATE_FCTX> }</FCTX> <ECTX></ECTX>"
Cli_3_3_TypeHandler,Cli,3,3,org.apache.commons.cli.TypeHandler,TypeHandler,src/java/org/apache/commons/cli/TypeHandler.java,TypeHandler_ESTest,org/apache/commons/cli/TypeHandler_ESTest.java,"package org.apache.commons.cli;","import java.io.File;|import java.net.MalformedURLException;|import java.net.URL;|import java.util.Date;","TypeHandler { public static Number createNumber(String str) { try { if( str != null ) { if( str.indexOf('.') != -1 ) { return Double.valueOf(str); } else { return Long.valueOf(str); } } } catch (NumberFormatException nfe) { System.err.println(nfe.getMessage()); } return null; } public static Object createValue(String, Object); public static Object createValue(String, Class); public static Object createObject(String); public static Number createNumber(String); public static Class createClass(String); public static Date createDate(String); public static URL createURL(String); public static File createFile(String); public static File[] createFiles(String); }","<FCTX>TypeHandler { public static Number createNumber(String str) { try { if( str != null ) { if( str.indexOf('.') != -1 ) { return Double.valueOf(str); } else { return Long.valueOf(str); } } } catch (NumberFormatException nfe) { System.err.println(nfe.getMessage()); } return null; } }</FCTX> <ECTX></ECTX>","<FCTX>TypeHandler { public static Number createNumber(String str) { try { if( str != null ) { if( str.indexOf('.') != -1 ) { return Double.valueOf(str); } else { return Long.valueOf(str); } } } catch (NumberFormatException nfe) { System.err.println(nfe.getMessage()); } return null; } <PRIVATE_FCTX></PRIVATE_FCTX> }</FCTX> <ECTX></ECTX>"
Cli_3_4_TypeHandler,Cli,3,4,org.apache.commons.cli.TypeHandler,TypeHandler,src/java/org/apache/commons/cli/TypeHandler.java,TypeHandler_ESTest,org/apache/commons/cli/TypeHandler_ESTest.java,"package org.apache.commons.cli;","import java.io.File;|import java.net.MalformedURLException;|import java.net.URL;|import java.util.Date;","TypeHandler { public static Class createClass(String str) { try { return Class.forName(str); } catch (ClassNotFoundException cnfe) { System.err.println(""Unable to find: "" + str); return null; } } public static Object createValue(String, Object); public static Object createValue(String, Class); public static Object createObject(String); public static Number createNumber(String); public static Class createClass(String); public static Date createDate(String); public static URL createURL(String); public static File createFile(String); public static File[] createFiles(String); }","<FCTX>TypeHandler { public static Class createClass(String str) { try { return Class.forName(str); } catch (ClassNotFoundException cnfe) { System.err.println(""Unable to find: "" + str); return null; } } }</FCTX> <ECTX></ECTX>","<FCTX>TypeHandler { public static Class createClass(String str) { try { return Class.forName(str); } catch (ClassNotFoundException cnfe) { System.err.println(""Unable to find: "" + str); return null; } } <PRIVATE_FCTX></PRIVATE_FCTX> }</FCTX> <ECTX></ECTX>"
Cli_3_5_TypeHandler,Cli,3,5,org.apache.commons.cli.TypeHandler,TypeHandler,src/java/org/apache/commons/cli/TypeHandler.java,TypeHandler_ESTest,org/apache/commons/cli/TypeHandler_ESTest.java,"package org.apache.commons.cli;","import java.io.File;|import java.net.MalformedURLException;|import java.net.URL;|import java.util.Date;","TypeHandler { public static Date createDate(String str) { Date date = null; if (date == null) { System.err.println(""Unable to parse: "" + str); } return date; } public static Object createValue(String, Object); public static Object createValue(String, Class); public static Object createObject(String); public static Number createNumber(String); public static Class createClass(String); public static Date createDate(String); public static URL createURL(String); public static File createFile(String); public static File[] createFiles(String); }","<FCTX>TypeHandler { public static Date createDate(String str) { Date date = null; if (date == null) { System.err.println(""Unable to parse: "" + str); } return date; } }</FCTX> <ECTX></ECTX>","<FCTX>TypeHandler { public static Date createDate(String str) { Date date = null; if (date == null) { System.err.println(""Unable to parse: "" + str); } return date; } <PRIVATE_FCTX></PRIVATE_FCTX> }</FCTX> <ECTX></ECTX>"
